id,headword,display_spelling,frequency_rank,human_review
fdc29ca5-def4-5992-b08b-6c4d2fbe41bc,girlfriend,girlfriend,4601,false
c7e0c2b2-e6e2-5054-9715-12ae2b97c896,gym,gym,9878,false
15d89056-96ba-590a-8ca9-b2310562152e,homework,homework,6447,false
dc6cc839-0230-53e3-9c77-20cc118e29b8,lose,lose,329,false
b0da1aa9-ded2-537c-b243-a5a4c002b13e,mile,mile,772,false
746dedf3-652b-5e61-b115-c94c3e6e2bd8,success,success,705,false
b4dd67fb-5a01-52c4-b03c-6995749fc687,swimming,swimming,3814,false
406fa437-d0c1-5c02-b32a-29028c9e23f1,taxi,taxi,3317,false
b6042e5b-1958-59d8-aefc-0550843c9fef,cow,cow,2944,false
c2604269-5b38-598e-b16c-5b6c5a5b9b81,meaning,meaning,1226,false
bac9710e-f4f6-5800-823d-6fa1394664b3,down,down,102,false
adf78098-c95d-5738-b089-26f6e7654ac2,chicken,chicken,3030,false
e68ce684-3d02-5ac5-892c-633f51751035,week,week,180,false
b3d21440-88da-5e41-9487-b00d089a5470,year,year,56,false
f6817590-5505-502e-9bcd-92c709741571,yesterday,yesterday,513,false
f83b8773-e54b-5c15-8239-e29d5ae7b949,birthday,birthday,2488,false
8bd1b57a-cdeb-577d-afa6-9a4dcb4bc4d7,tomorrow,tomorrow,1075,false
cfcdc0ed-109c-5f81-9955-430e17782f96,winter,winter,1300,false
581a672f-798b-5bc1-8d13-221a305a1f55,century,century,407,false
ea26f9cf-2612-51eb-8b2b-3be312537dc9,daily,daily,1702,false
ddde27a5-bee3-5411-a790-072ca10440a8,since,since,305,false
4bb59444-f760-59ee-8651-a7aa4df74106,calendar,calendar,4695,false
1879a56a-ce64-512f-8a41-a5303db4a06b,decade,decade,1539,false
9dcc61cd-f618-52fb-96fa-98a4528348f2,meanwhile,meanwhile,1886,false
c3a93d99-6a8e-5e25-8b42-f5a16905eaa7,come,come,65,false
f7ab94e4-1caa-5c3f-9aae-b44ee5f7731d,give,give,71,false
35b92f61-ff18-53a7-a6a8-e957d309d12e,go,go,44,false
36750ca1-8987-5e0a-9dc6-fbe372a43200,let,let,320,false
fd84058e-6131-5f67-8980-b86aebba91eb,make,make,43,false
890ba582-0706-5a38-9bd3-0f824efdf42c,take,take,51,false
a1121a72-931a-5e46-ae36-17f929f34a3f,deep,deep,1024,false
e39e0b36-959f-569e-80ee-6bbd57feb87a,either,either,437,false
645e6102-f199-5131-b2b0-d0b31fdf0d84,push,push,926,false
70b01a8e-0c07-554f-94d3-b135986b5bf7,receive,receive,372,false
4e61fcf3-a3c6-56a8-8998-5ed66a8ce9a1,seem,seem,134,false
a793bc52-2540-5dd5-965a-6c118338164f,sir,sir,534,false
1688eaa0-0a6c-5dcb-8837-66f6cccdfdaa,while,while,173,false
3055bde6-8c90-5961-a158-4bbe29877837,bin,bin,5370,false
7a5c6e81-7686-5ce9-869b-55cde2f2f71d,laptop,laptop,25826,false
bc31a8b7-9b0e-5917-9ddb-96f1dd4fa925,ah,ah,1012,false
30b3c676-4270-5b2e-a928-e71974e02709,basketball,basketball,16051,false
ed61de28-ec66-5c8e-80e2-b8295297e781,carefully,carefully,1328,false
44a455f7-471d-593f-8f94-77ba14eca350,corner,corner,1104,false
000fc805-4197-56ab-9914-fc26f9f617c2,cry,cry,1518,false
ebe5b002-71cb-5c1a-a8d4-964ca578d570,everywhere,everywhere,2578,false
417c6c5e-5341-50e4-83b1-d2aa90271607,gate,gate,1707,false
28499a2f-184d-5f20-b596-8459dda6f9bb,gift,gift,1914,false
3381ce30-ec9a-5388-a63a-db78ee4e7b08,hill,hill,1134,false
07123c9a-3a59-55fa-b349-bb3639f1394d,ill,ill,1955,false
59ef5e01-8c2a-522e-bddd-f60c0ab5433d,jump,jump,1784,false
a4f5372a-a39f-5f7b-9078-76916af186f6,knock,knock,1958,false
b9398a7d-03e4-50a8-a879-a8170398d056,ready,ready,976,false
913aa809-fdf8-5988-8288-83fb4343b35c,speak,speak,352,false
f64fe7ee-c3b8-52e6-bc76-6ada96f6107d,improve,improve,903,false
a9312600-15d6-5a94-9a06-1bd9851a7cd0,relax,relax,2535,false
b6035c30-217d-58aa-838c-8d6c06a5498c,plan,plan,442,false
b4913331-8c60-5560-9037-0e774c4dc4db,lost,lost,3000,false
ae001144-ccc3-58da-bcc0-b7c0f5265d62,pleased,pleased,1916,false
cedb1e47-4308-54b8-9aab-d8247fee67f6,quietly,quietly,2171,false
9339d8f0-36fa-5730-bcc9-b4d985b50063,scared,scared,5083,false
ae1ab63a-66a8-5834-a105-588d33fb4587,somewhere,somewhere,1359,false
4743e647-db61-5281-a3fe-3f38ee939a39,strange,strange,1397,false
3914a40d-d2f7-523a-bcd4-0d5367c61281,surprised,surprised,1928,false
48311020-c800-5ab1-ad23-3ddd0aaf70b1,sweet,sweet,2378,false
84c68e54-a2bb-5682-8848-e9835ea23fa6,beef,beef,4295,false
be4fc57d-cae3-5a95-b4a4-38f70871bf47,businessman,businessman,3547,false
bd4c4db4-6237-573f-a537-362203bd5820,closed,closed,3490,false
55cb34cc-1d18-5050-a1ed-88871c42ae22,crowded,crowded,5946,false
88e2a862-3ac3-54b9-9d42-91b21b4b2a8c,download,download,27269,false
295a748e-228c-5a06-b850-0ea79a6ffd60,firstly,firstly,3974,false
4c25f216-2c43-56a7-8394-94892e48d36b,flying,flying,3653,false
05d85831-cbc0-5cad-a8ef-bd3e4b320ef9,happily,happily,3821,false
084cb6bc-d849-57bf-a644-f7493f23c46f,hockey,hockey,8164,false
3c4bbe58-b5e6-562c-87db-9c5084d847b4,loudly,loudly,5440,false
c56b5cce-93e3-50ef-a058-e77e44cd90fc,running,running,3269,false
653f00f4-88df-57e2-b0b5-a247fb4c82e0,scary,scary,14507,false
5bb2f8ac-9a34-54ac-82a5-a38a9b53c0b7,singing,singing,6940,false
56f64fbd-7114-5f91-b1e5-d68625010cc3,trainer,trainer,3854,false
a5fcc912-243b-58ca-b5f5-51cf12f9611b,try,try,159,false
1059072d-a081-53dd-a00d-635ea4026180,across,across,448,false
78f5990d-0313-55f3-b8a6-1cd13bc9e90b,build,build,415,false
926036ce-5389-53e4-8b0b-f1a08811d066,promise,promise,1478,false
72484b06-25d0-539d-8bdb-f26a32c0d157,provide,provide,172,false
b26fda22-bce1-5829-88ca-c55279c97fc0,traveller,traveller,3016,false
6910c6ad-5d15-5158-a11e-53347427a98e,wow,wow,9178,false
70b2529c-7d11-545e-bd11-a4160910ea31,camping,camping,11584,false
afee87dd-668b-58d3-a944-d2764a793efb,connected,connected,11998,false
4bd5eb2a-9c91-5beb-a17e-99c21d2011c2,cooker,cooker,7276,false
b72128ee-beb6-5b79-b614-89b987efedf3,divorced,divorced,13971,false
3f1d4df5-caf7-57f3-9f77-847d09c403f7,included,included,20762,false
0855f824-d57a-5ab4-a1eb-74eb89e6544a,smartphone,smartphone,,false
37d153b8-b0a3-5fe2-bf6b-c76f1925f076,condition,condition,399,false
a76a2851-39af-5967-a3b3-4dea522af4d8,image,image,904,false
f6372a3c-8700-5601-867a-6ad282d79a3c,normal,normal,811,false
8dfe012b-1fc4-5776-a802-03baeae2657f,offer,offer,307,false
c544a00c-7fd1-594d-adef-bfa2b2d3f2e6,position,position,345,false
83b531ac-ec5d-5113-9318-90a6bbc184fd,sign,sign,935,false
80fba1f9-9a4d-53b7-b88c-c3bcbb6f24eb,view,view,311,false
226f870c-21c6-5dee-933e-47aee1b32c1f,board,board,611,false
0ca90f36-4d2d-51e5-bb35-7feb5397bab1,control,control,339,false
f99f2feb-0b9d-57ee-b122-4529b9a6cf6f,serious,serious,807,false
fa9145f5-4c0b-583e-99b0-2f3976b4d5fe,item,item,950,false
3325eb4c-8fb2-5799-8555-625b2dd3bef4,circle,circle,1832,false
92572eed-6157-5ea4-90b2-6a83e23a639c,equipment,equipment,1117,false
566e4eaf-a2db-538d-98d7-50b496ffc667,gallery,gallery,1714,false
9a8eb1c1-de79-5c70-b8f5-7c35323b8d3f,steal,steal,1891,false
c97db4c7-a915-5e07-8ce8-6973051e178d,realize,realize,1603,false
2ea30461-1afa-5555-b0a6-21eb73c182b4,dry,dry,1665,false
19d4b638-69a5-5205-8e54-9c8b6ed73a98,notice,notice,1034,false
dda801e2-66aa-5925-8b77-5ef024d8bdad,regular,regular,1276,false
5e67f6c4-44db-5098-8477-2186c4749cab,silver,silver,2244,false
4f45b4e1-4491-5b7d-8688-9284f4f05e96,contain,contain,559,false
d18f88fd-e319-534d-ad8f-980c0f0c7afb,noisy,noisy,5244,false
0480aebd-eeeb-5ff6-8cbd-125c16a14aec,chance,chance,617,false
1247dc60-66e7-5e36-b2f9-5797bb8743f8,document,document,1052,false
d249e815-dad3-53f6-b4ff-e77cb4e53481,error,error,1595,false
be7de350-7d42-535b-a3c5-f9da07e86878,clear,clear,390,false
b4ff320b-0039-51fc-8a94-76e47beefa02,service,service,160,false
3f706818-c235-5c3f-b062-1f848f2476e3,wide,wide,600,false
9668a3e0-fa5b-549e-a9a5-90f64474a5a6,lift,lift,1345,false
26da7c4c-2a2c-5c63-b9b0-038d2c980cd2,appear,appear,290,false
85ba1cda-08af-5f0e-b2f2-e0f3b8867f78,normally,normally,1195,false
f0ab1d12-cfb2-5a04-8410-dba5f22df345,working,working,1556,false
e9c42216-a3fc-5ebf-9af1-8809c1da6bbd,awful,awful,2660,false
fd4d2a68-37cc-5e8c-bf0e-558447e0be9a,impossible,impossible,1340,false
2a6eee3e-95a6-5702-9f87-24758aa4aeaa,nowhere,nowhere,3107,false
ba5b81bc-b319-50b9-82d5-bb42f79c58df,pop,pop,3228,false
7ff36982-df1b-587c-810c-c7248c801120,usual,usual,1473,false
874bec73-eb0f-5cdf-b13e-51aefe97e722,shake,shake,1076,false
03315553-8efb-596f-82a3-7274b1a4064b,repay,repay,5271,false
354dfbfc-4666-598f-990a-825d5a81982c,highly,highly,1091,false
7d2a997c-6887-5823-9379-cfb988118af0,false,false,2370,false
ec6398bb-b5ba-5b83-a0dd-2f8c22f845a6,farmer,farmer,1333,false
e9c3394b-ef62-58cc-9449-b6a689560a50,reader,reader,1148,false
c2b3b831-f7a9-568f-909d-c331fc16f26c,more,more,74,false
9e5c3a8f-5452-58f7-bff5-faa871830ba3,no,no,68,false
4796716b-2e7d-5e82-99f5-b176302c659e,probably,probably,333,false
e5e60349-cabd-5769-904d-1ae65f84b820,decide,decide,375,false
2f285633-266d-5e87-b499-b4975946e0b3,finish,finish,842,false
2570c43a-fac3-5a6d-8df5-bb0d90c14182,join,join,578,false
ea83a9ca-906c-5799-a33f-a85d046ec045,long,long,217,false
91ac4b33-0aee-5c45-9893-a3499a41d2ce,spell,spell,3382,false
e3b45d28-2d2e-502c-b6ef-4e6ff3ce97bf,still,still,112,false
8d4a9fd5-da78-5966-a04d-d3b7613959f9,elephant,elephant,4323,false
a53413e9-863d-59cf-bdae-4f94bf10ca84,lion,lion,3397,false
7a46dbc8-f5a5-5fd1-a45a-15b6251ef520,spelling,spelling,5779,false
92fa17e7-424a-50b8-84c8-86095b8e170d,seventy,seventy,2261,false
24cee2ac-c2c5-5eaf-ac01-3e4fb85e8568,sixty,sixty,1655,false
5ec70d0c-1ae8-5d27-89e3-49f85a9af785,email,email,,false
a7933901-0f61-5a5f-ba4e-c68f4b794dd3,cake,cake,2309,false
48c63475-d60e-573e-9c35-d5518a1aede9,eighteen,eighteen,2690,false
7b7539e4-5d68-527f-8626-ecc9c7f8037f,eighty,eighty,1944,false
c79e8aa8-3184-50ec-9f34-a52d0583f966,ball,ball,1121,false
86d16747-6c60-5439-8ecd-094b60f807c6,yellow,yellow,2173,false
246f8704-a6b4-59b1-b207-a1f90ae8a3c9,color,color,24372,false
b2fae850-690f-585e-a241-39c6709a9fa7,funny,funny,1942,false
9fa600b3-97a5-55b1-aa9d-8d7f255e9dc2,nineteen,nineteen,1907,false
16038b56-399d-5fb8-953b-4c146de3bebe,seventeen,seventeen,3783,false
52817028-5377-51fa-8877-44dd58669ee2,actress,actress,4829,false
de702409-60e1-5ecf-9822-32791c888c6b,downstairs,downstairs,4046,false
3fcb10b9-47ab-525a-b428-012f1bd83328,lot,lot,374,false
a8f45e2e-c9f9-5132-8c64-0477e896686d,pig,pig,3014,false
4e904301-bb7f-546f-9d22-0c8528002682,fat,fat,2848,false
76a0acbc-33da-5bda-85e1-f226eb9db3bb,after,after,96,false
28c0c4cf-5918-591c-9cb5-f102fb3f3c67,ago,ago,504,false
85744ff5-da6e-5f6a-bd73-e4779d5300dc,any,any,78,false
ad63d721-f5ba-5c67-93fa-82ebb39cfa57,ask,ask,141,false
a2a7ea19-f449-5b60-8761-c3ea09fe9501,bad,bad,349,false
68130636-0ccb-586f-bf95-9980b62ba4ff,be,be,2,false
68112e69-00ca-53b6-a805-24a181c7766a,before,before,198,false
e35728d0-326b-5aaa-b907-57f657989974,big,big,260,false
087f0701-d3e8-5bfa-a7b4-030d6789e7ee,by,by,20,false
4184c4c2-de26-5e95-8867-34deee61173c,do,do,19,false
feede94b-9966-557b-8bca-ad3eeec3b54a,dog,dog,819,false
acb858a8-5293-5502-bcc1-2aec316c6347,drive,drive,640,false
82958301-96ca-54f1-be88-23ce764d97d3,square,square,1802,false
bdd6d2c9-c6c9-5075-95e1-69249823ba6a,simple,simple,624,false
8c07c011-4aae-56ee-8398-d5310d9bc126,each,each,170,false
e2664477-6945-5ea4-b3f3-a4f624131a05,east,east,785,false
02c7458d-3e40-55dc-8078-805a513c874c,easy,easy,502,false
1f12047d-2fb9-5d4d-86ff-2c55bba58666,eight,eight,579,false
61d22460-b1ef-52df-94ba-6e5742b11b9b,else,else,471,false
96184770-d768-5960-9ec8-e68576ef47e9,enjoy,enjoy,685,false
914e097b-fdd8-5cf7-a547-11b19d33ecbe,enough,enough,378,false
ac04980b-6d74-553b-b17c-32ec3ccfe3ae,ever,ever,355,false
cbfb7707-a84f-51ff-9b8e-a520c223e8fd,far,far,287,false
9e04d867-badf-5db6-b755-53a2b1b5705a,few,few,189,false
f8253b17-cee8-5ab2-a06e-b1fabf92b688,fill,fill,900,false
da592f56-a1f7-58b1-aaf1-a304a9e24414,first,first,79,false
2f3b467f-7dee-59d6-b49a-4f1b6075dc3a,five,five,207,false
03a12391-ec00-52d0-b69a-4e87b15bb110,forget,forget,813,false
d16065c1-23a3-5fed-a003-968d81deeddf,four,four,184,false
6af4cbce-f520-5a44-aeca-2de827773ba6,full,full,309,false
edbe577c-fbb1-5c8d-87ea-65b6a1da8adc,game,game,464,false
464831bc-bda0-55ca-b894-f30c7dc81897,great,great,129,false
0d456535-cc24-54a8-9a26-321ee81612e1,half,half,470,false
aece3eaf-edc0-54fa-98d2-705b08e32800,hear,hear,238,false
ac17efc9-aa3d-546b-b366-56e4b0570769,size,size,697,false
fe5c1640-ad6f-541f-b5ec-c9c3b7922d39,round,round,730,false
ac2900ce-9f32-51cc-bf35-8ec88f35d597,rude,rude,5635,false
1c014671-08da-52ff-98b2-4d4374e68fad,part,part,140,false
0ea5ccec-379e-50f5-8264-3814afae211f,hate,hate,1839,false
6001aac7-bcef-5f64-be95-4f6af1f3ebc7,cold,cold,972,false
781a82ff-2444-5be6-a876-c3f415c464c5,feeling,feeling,797,false
5a64149e-a29b-540f-a2b9-97c3313f20c4,happy,happy,777,false
62fb1da1-190f-5c87-852d-b17ef9356929,hope,hope,444,false
9ba40e3c-55fa-5cdc-925c-b284ce9a456b,hot,hot,1055,false
76c91d05-1d49-5bad-8a16-51c9fbdea90d,hundred,hundred,413,false
2f61a04c-7177-5259-baee-82f90bfdc86f,just,just,72,false
b64c077d-2693-5962-97c1-f765a12e789b,last,last,119,false
462b74e4-71fd-55c6-96ce-cacf893ec387,left,left,1045,false
89aac2d4-f24e-58f2-ac5a-7f449bf70b42,lie,lie,483,false
0858511a-54a0-57c6-b1af-25a9aadd40d9,life,life,128,false
5b4843bb-c2fc-5959-bf7c-5386d98c4161,like,like,88,false
31a37c05-72ca-5ecd-9926-d6c93ccb00e5,maybe,maybe,955,false
caf38f53-b61d-56a0-b1a3-b03e0cff435d,miss,miss,919,false
6d3d76aa-d685-5444-9965-b98b059aece3,never,never,157,false
6d4d80ef-b148-566b-98cc-217ba7aee6bc,now,now,67,false
022b8052-3b10-5922-ba20-473c03e945fb,off,off,174,false
ad044ce1-96cd-5ca3-b8de-14ce4b4f08be,oh,oh,120,false
81c29c75-d70a-57ac-a70f-e940ec402f0e,out,out,62,false
7607dfa8-2061-580f-8038-fcdddab30dfa,angry,angry,2084,false
f1d8da07-144a-5478-a940-09caf3a43c9a,outside,outside,857,false
5ccfc9c7-ce14-5933-862b-d890937e4222,over,over,110,false
d5ca85d0-63e2-51b9-9865-eb5a75ae00bc,page,page,658,false
aeebc3d2-43ae-56d4-8116-8c63f6db9598,piece,piece,677,false
d9b8753a-51d5-5ce6-be41-4c983a678cfc,quite,quite,206,false
6717fafc-901b-5191-a5e2-84ead67c82de,really,really,179,false
19ba8b96-edfe-54b5-a8f1-beaba5431a48,red,red,796,false
d785aaaf-495e-540a-8089-6aa8f73b0d1c,sea,sea,721,false
c005bbd0-459f-5616-99d3-a89d217b9b77,see,see,47,false
42fb6baf-652f-57c0-9468-836c5548d5eb,send,send,366,false
8032390d-15f9-522f-a9f1-8db29e0c5130,seven,seven,575,false
6ac05ae1-52fc-596c-84da-fd63affe669f,song,song,1405,false
ecebbe3f-0c9d-50ad-9a5d-89ccddff4877,soon,soon,615,false
931a5bc2-7470-523c-992a-3198235419d7,sorry,sorry,870,false
f2f0d69a-8929-5b06-b08c-26f178bd7e5a,south,south,601,false
282afd2a-4e21-5c9f-8327-4cc87d66d10d,spend,spend,424,false
6d164675-1b7d-5cf2-b1c2-a20ddbfda868,start,start,205,false
c09c43e4-d004-5095-a889-aead5a99a82a,stay,stay,549,false
205f671d-2d3b-55b0-9c35-f9bf0794664f,sad,sad,2373,false
5034334c-d4b3-523a-8c46-7d164e397168,fear,fear,1066,false
624203fe-bf71-5041-8a16-67793f37d13b,nervous,nervous,2632,false
4e41d900-6dbe-500d-b4a7-f27b20df3825,unhappy,unhappy,3622,false
2f1826c3-f38c-5a42-ae7d-6a65467348de,wish,wish,586,false
00579b3c-eee5-5708-957a-ef07f5e5cad1,worry,worry,1537,false
dfa2df46-4f45-59d2-8878-0d6350d178b9,worried,worried,2284,false
5b34196d-d3ea-5e6f-9ba9-ae090813b08f,chin,chin,4221,false
839c7338-f751-5920-8bba-3b62d2e03fe4,stop,stop,359,false
e7c7db05-84d5-5a6f-bb3e-22e9abcfc4f2,sun,sun,872,false
9f2c58f7-d60c-5b75-ae08-ab9b62f7cc0c,sure,sure,386,false
493314c0-c48b-52c8-888a-db11ae63caab,ten,ten,469,false
1e87e897-80df-5fdc-840c-6c3b5fb6a205,then,then,59,false
bc3df462-7cb6-5b7e-8ec4-ad3d50446b02,there,there,37,false
03acfd29-5d4f-5028-88c8-a5c0d9a39cad,three,three,104,false
a4b72546-2b67-5371-8df6-00eb529c5c62,two,two,60,false
1f41e7df-177f-5f1d-9db2-8cf1c42d36c8,up,up,52,false
214397af-e6b9-59a6-a4d4-f26e2d95b2b6,when,when,54,false
037a12e7-c7d1-5ef3-bcee-ea07aa01de05,where,where,131,false
ab8ac2ab-b67e-591d-8b86-6f23f1d79464,white,white,475,false
f1fc4ae0-6d27-5df4-be9a-debf4756f640,why,why,169,false
226da229-ea81-539a-b6b2-3626d0d8da53,fast,fast,1833,false
374af8e9-f19a-5b6a-bc0a-d9e6a9236660,kilometre,kilometre,4574,false
8bb54cf8-2bf1-5cda-8df6-ee6892dd4dd1,afternoon,afternoon,1118,false
c251e0d0-8200-5346-9ec4-6c4d7e894a50,apple,apple,2446,false
e9d31d52-694e-5568-b582-39a67c2b979d,beer,beer,2300,false
f9b7e714-8ae8-521a-bc58-999a9b9b73f6,mood,mood,2324,false
e47672c1-3263-5d59-b958-a6a84371ac45,upset,upset,3776,false
b0fb8921-4b55-5a72-975d-ec5228187ab8,pleasure,pleasure,1613,false
3966c564-9a5b-5556-b26e-c22fbcef3401,lonely,lonely,3842,false
7d409f6d-10c9-5ec8-8418-67a94df6cec5,brave,brave,3800,false
a17d3381-d74a-5eae-ab67-4c7838ebf869,passion,passion,2957,false
22f16fc3-9deb-5362-bca8-4c24f9a43bdd,wonder,wonder,815,false
a5033069-8ece-5350-98e8-c525e670ec8e,romantic,romantic,3436,false
21ffd11f-7337-580f-aa66-85bb70cf6cf0,student,student,432,false
9dc2d6e2-136e-51e2-ab5e-865c4aca73db,bike,bike,3241,false
2974a188-a3fe-5946-a09f-3a5db0e5fd22,cool,cool,2478,false
15efa2fd-35e7-528c-af94-058895c0dd9a,dance,dance,2345,false
771348ea-520f-5c4d-b4ab-68323f1f965a,dear,dear,2167,false
12ca9d62-8e3e-5a00-b68d-546f5842528a,dirty,dirty,2873,false
9e9f02a3-1f8a-513c-bc02-90242bde71c3,dollar,dollar,2340,false
7c72758b-c0b7-5638-9d60-bbc089373c7a,egg,egg,1532,false
dc30cb98-7d24-5348-be75-9ac1d0bd7cbf,eleven,eleven,2299,false
4f01c176-1fb1-555a-ae88-2df3931a50d2,february,february,1188,false
12e37eda-00df-59bb-960e-3c10dc82f72b,fifteen,fifteen,1736,false
76ae11b5-c4bb-5da1-be35-a8dda5082396,fifty,fifty,1041,false
5ef077c6-8258-511d-877e-b5640fd1a126,football,football,1424,false
f36b9e79-5293-517a-9b2f-14b127e18ae8,forty,forty,1350,false
8bb882e6-90e3-5d4d-b098-f7682ed03d27,fourteen,fourteen,2877,false
953d507b-e368-50e7-9f55-0349c15ade02,front,front,1185,false
229e4772-3808-51e0-a443-0efe8d44fc94,fun,fun,2497,false
3c154ed2-be33-56c1-a4de-b5d79ec9bcce,hello,hello,2319,false
45631830-5c36-5249-8a27-1a76e7be1be7,hey,hey,3901,false
d61d912c-40db-5e3b-b2f5-9c523bff735b,hi,hi,6210,false
a9c9a650-d5ec-5a2d-98d3-454ca24714a0,mistake,mistake,1751,false
4717ab10-bfc3-58a8-9a8a-375db172f5ce,mum,mum,1110,false
2e9f2f0d-dfa4-5e16-bc61-beabd588c690,ninety,ninety,1948,false
3ac35064-4931-5c25-89b3-aecd7c92a970,study,study,270,false
f46379df-0d1c-5c87-9f2e-9f102895cce1,teacher,teacher,486,false
1a576134-9e98-5f8a-b074-464055f786a9,photo,photo,3394,false
713d3bed-1671-578c-a74f-2a40a7068c8d,sixteen,sixteen,2889,false
9dd36f56-747f-5a69-8cf3-0162eb45551d,slow,slow,1661,false
235a038a-0585-5be5-a399-9b34b799baf2,swim,swim,3038,false
801a2411-c84a-5cf0-a9de-6db3303b93d1,thanks,thanks,1528,false
9659a2d6-d6c8-5756-8269-41b5a875e41c,thirty,thirty,1003,false
eadea659-85d4-5344-80e3-8fa927d0dbd8,tired,tired,2210,false
069e7f92-c64b-5aed-ad80-ea163f23d092,banana,banana,5663,false
05b2d336-560f-5aa1-879c-dbacc9a9ef4b,bored,bored,4569,false
dd86f32d-aacd-555b-b628-3a2830b2371e,boyfriend,boyfriend,4827,false
22f1bb2a-bf0a-50d1-959f-59350cb883a6,bye,bye,4072,false
956883f1-39b8-5628-a360-78521be2b423,dancing,dancing,5024,false
7203c557-a2b9-53d9-8ee4-847367c68c29,dictionary,dictionary,3332,false
1a329cfd-74ff-5f1e-b99c-60070fcf5dad,excited,excited,4106,false
8cea1731-7bce-5262-ab9d-18edece065c4,goodbye,goodbye,5756,false
9306d929-7aef-54cf-9afe-81c373697385,hungry,hungry,3683,false
0efb8ad3-44d6-5e80-9335-d4535195e0ca,thirteen,thirteen,3309,false
c6b90c7b-cd20-5616-bbfa-f3b2731c0bd7,blog,blog,7748,false
bb193790-282b-5444-9f3d-45783b6114da,euro,euro,8309,false
ce225bbf-5b34-52d5-9f63-86cb02b72175,thirsty,thirsty,11904,false
c347b3d2-f5d3-5877-80b8-b6ed707707eb,dvd,dvd,,false
94d4a2e2-e9d3-5f23-9787-4eb4a9588524,action,action,340,false
79f1aa84-49f9-5693-891d-f34b4b88f633,popular,popular,938,false
2e29d76d-4dd6-54cd-bdc7-746070ad18ce,rule,rule,539,false
9b169da2-a48f-55a7-bab3-e4475b574449,exam,exam,4174,false
13b1bdba-185f-5684-bc7e-335c0195ddda,final,final,778,false
340c3c92-ea72-516d-b55e-4198512debf0,list,list,716,false
723186b3-60e9-5624-9a6a-0ec306351f89,detail,detail,566,false
b64be335-3477-5669-be65-4729aab87522,interview,interview,1421,false
16d4f7fe-96ea-5ee7-bd9b-5e05ba380f94,personal,personal,574,false
09c22ef1-6c5b-5185-b1de-4feece16b2fe,point,point,176,false
a5551d29-7d91-5f8b-ac40-d3f916a1dcac,type,type,356,false
d18e553b-0583-5b57-893b-468f0ff30229,useful,useful,986,false
ebac8e62-41ef-51d7-9d8d-695c1ab6e29b,advice,advice,962,false
10e1220a-5ae5-596d-9d0b-0aed2d8b259f,area,area,149,false
3252d9f1-1dfe-561a-9015-cdbcda0ff597,model,model,551,false
5116215d-13dc-5c4a-8e0c-5443b781d0bf,opinion,opinion,1067,false
a116a1fe-bd31-5fda-8ec9-a4cc3c4c924f,opposite,opposite,2574,false
a48cb3f6-daaa-551e-b5cf-c38c4c5ca74e,painting,painting,1348,false
58246e75-6014-54f5-8f3c-6a7dfb3f30a0,band,band,1145,false
fea47500-a3b5-5c48-a74b-8b3931fca6e5,call,call,161,false
c9a90ab3-f769-5e84-ad3f-ebf45aa5bc24,difficult,difficult,439,false
11d1a097-24b4-5ec1-b66a-4270c9e3e2bf,important,important,218,false
cd5019cc-e0a2-5ea9-af49-e7129e14acc6,information,information,223,false
4f4db047-d413-5dc5-ad53-4f699e139dcb,order,order,368,false
aaad4887-1f05-5819-ae43-5ac9393a2dc1,world,world,146,false
ff03a184-c5cd-5581-b2d9-c59e0aaa6b68,dangerous,dangerous,1609,false
55e193ba-7d7c-573e-ac5c-fa4a5c4c1978,business,business,215,false
a66036a0-f1b7-59f5-94ba-d221bf91c4d9,capital,capital,729,false
49a98e64-ecb2-59b6-baea-f1f2e5f766c2,choose,choose,594,false
5f8b7af1-c6d6-58fb-9298-3c507eb7727a,hotel,hotel,731,false
509def7d-fe58-529f-addc-25cf3e3aa4ea,about,about,63,false
0925dd1a-f841-58ad-a934-52fa284551bb,trip,trip,1664,false
a6534fd9-98cb-54c6-9af6-6ec980c57e2b,ticket,ticket,1884,false
cbc0e73e-d6f3-59c3-8575-3db299f7100f,place,place,162,false
dd372d29-6998-5c1e-b8df-7cfcf4f0c908,boat,boat,1303,false
4c4d1303-46ef-56f9-a0e7-30dd834435c4,travel,travel,1132,false
6498afdd-85e6-5b59-a823-cf184251bda9,passport,passport,5283,false
36e5742e-654a-543a-b96d-7ef249a08b18,wave,wave,1586,false
2ff90cb6-1288-593f-add9-235331579641,tidy,tidy,6376,false
7439797a-2821-52f8-85bb-cc271e7e371c,trouble,trouble,1005,false
6ae6977f-028a-59db-ae37-c1c5cd19c00e,depend,depend,987,false
30701165-d42f-5ac3-94e2-890779ed05eb,increase,increase,523,false
b40f3acc-5779-5435-b57b-42897534db16,perhaps,perhaps,249,false
7ed3e496-2dc7-54ad-95b8-6c938a020fac,church,church,393,false
1751c4f9-e094-5067-adb5-81e711f30bc0,shape,shape,1200,false
030c25b9-17a1-5551-91f0-d2ab4bbe42bd,danger,danger,1264,false
ca95fe23-ced4-5fd5-88b8-bdc3370673e0,mention,mention,902,false
daa8d657-2636-5095-847d-e54c5f94ead1,save,save,848,false
4e5ee1c4-7945-57f7-8130-50bc39f23bf9,act,act,371,false
d627c797-cf71-54a5-83cb-c40667a870a1,allow,allow,257,false
7b4197ff-c419-5580-b788-eacf188cbe7f,tie,tie,2118,false
